rank,name,domain,registrar
429,Owens & Minor,owens-minor.com,NETWORK SOLUTIONS INC.
430,Avery Dennison,averydennison.com,NETWORK SOLUTIONS INC.
431,Maxtor,maxtor.com,DOMAINDISCOVER
432,Danaher,danaher.com,NETWORK SOLUTIONS INC.
433,Energy East,energyeast.com,NETWORK SOLUTIONS INC.
434,NTL,ntl.com,NETWORK SOLUTIONS INC.
435,Becton Dickinson,bd.com,NETWORK SOLUTIONS INC.
436,Host Marriott,hostmarriott.com,NETWORK SOLUTIONS INC.
437,First American Corp.,firstam.com,ENOM INC.
438,SouthTrust Corp.,southtrust.com,REGISTER.COM INC.
439,Pacific LifeCorp,pacificlife.com,REGISTER.COM INC.
440,Harrah's Entertainment,harrahs.com,NETWORK SOLUTIONS INC.
441,Ball,ball.com,NETWORK SOLUTIONS INC.
442,Brunswick,brunswick.com,NETWORK SOLUTIONS INC.
443,Family Dollar Stores,familydollar.com,NETWORK SOLUTIONS INC.
444,Wesco International,wescodist.com,NETWORK SOLUTIONS INC.
445,Ames Department Stores,amesstores.com,NETWORK SOLUTIONS INC.
446,Kerr-McGee,Kerr-McGee.com,NETWORK SOLUTIONS INC.
447,Quest Diagnostics,questdiagnostics.com,NETWORK SOLUTIONS INC.
448,Smith International,smith.com,NETWORK SOLUTIONS INC.
449,Spartan Stores,spartanstores.com,NETWORK SOLUTIONS INC.
450,USA Education,salliemae.com,NETWORK SOLUTIONS INC.
451,Interstate Bakeries,irin.com,NETWORK SOLUTIONS INC.
452,Roundy's,roundys.com,NETWORK SOLUTIONS INC.
453,Scana,scana.com,NETWORK SOLUTIONS INC.
454,Liz Claiborne,lizclaiborne.com,NETWORK SOLUTIONS INC.
455,Mohawk Industries,mohawkind.com,DOMAINPEOPLE INC.
456,Adelphia Communications,adelphia.net,NETWORK SOLUTIONS INC.
457,Big Lots,biglots.com,NETWORK SOLUTIONS INC.
458,Core-Mark International,coremark.com,NETWORK SOLUTIONS INC.
459,Emcor Group,emcorgroup.com,NETWORK SOLUTIONS INC.
460,Foster Wheeler,fwc.com,NETWORK SOLUTIONS INC.
461,Borders Group,bordersgroupinc.com,NETWORK SOLUTIONS INC.
462,Shopko Stores,shopko.com,NETWORK SOLUTIONS INC.
463,AmSouth Bancorp.,amsouth.com,NETWORK SOLUTIONS INC.
464,Puget Energy,pse.com,NETWORK SOLUTIONS INC.
465,Tenneco Automotive,tenneco-automotive.com,NETWORK SOLUTIONS INC.
466,Harley-Davidson,harley-davidson.com,REGISTER.COM INC.
467,Western Gas Resources,westerngas.com,NETWORK SOLUTIONS INC.
468,Bethlehem Steel,bethsteel.com,NETWORK SOLUTIONS INC.
469,Jefferson-Pilot,jpfinancial.com,NETWORK SOLUTIONS INC.
470,Burlington Resources,br-inc.com,NETWORK SOLUTIONS INC.
471,Allmerica Financial,allmerica.com,NETWORK SOLUTIONS INC.
472,USG,usg.com,NETWORK SOLUTIONS INC.
473,Yellow,yellowcorp.com,NETWORK SOLUTIONS INC.
474,Northern Trust Corp.,northerntrust.com,NETWORK SOLUTIONS INC.
475,Aid Association for Lutherans,aal.org,NETWORK SOLUTIONS INC.
476,Performance Food Group,pfgc.com,NETWORK SOLUTIONS INC.
477,JDS Uniphase,jdsuniphase.com,NETWORK SOLUTIONS INC.
478,Lyondell Chemical,lyondell.com,NETWORK SOLUTIONS INC.
479,Airborne,airborne.com,NETWORK SOLUTIONS INC.
480,Comdisco,comdisco.com,NETWORK SOLUTIONS INC.
481,NSTAR,nstaronline.com,NETWORK SOLUTIONS INC.
482,OGE Energy,oge.com,NETWORK SOLUTIONS INC.
483,Staff Leasing,gevityhr.com,NETWORK SOLUTIONS INC.
484,Enterprise Products,epplp.com,NETWORK SOLUTIONS INC.
485,PepsiAmericas,pepsiamericas.com,NETWORK SOLUTIONS INC.
486,Cooper Tire & Rubber,coopertire.com,NETWORK SOLUTIONS INC.
487,Coventry Health Care,coventryhealth.com,NETWORK SOLUTIONS INC.
488,Anixter International,anixter.com,NETWORK SOLUTIONS INC.
489,Union Planters Corp.,unionplanters.com,NETWORK SOLUTIONS INC.
490,Armstrong Holdings,armstrong.com,NETWORK SOLUTIONS INC.
491,Equity Office Properties,equityoffice.com,NETWORK SOLUTIONS INC.
492,Amazon.Com,amazon.com,NETWORK SOLUTIONS INC.
493,Lennox International,lennoxinternational.com,NETWORK SOLUTIONS INC.
494,American Axle & Mfg.,aam.com,NETWORK SOLUTIONS INC.
495,C.H. Robinson Worldwide,chrobinson.com,NETWORK SOLUTIONS INC.
496,Kindred Healthcare,kindredhealthcare.com,NETWORK SOLUTIONS INC.
497,Devon Energy,devonenergy.com,NETWORK SOLUTIONS INC.
498,Sealed Air,sealedair.com,DOMAINDISCOVER
499,Hilton Hotels,hilton.com,NETWORK SOLUTIONS INC.
500,New York Times,nytco.com,NETWORK SOLUTIONS INC.
501,Hughes Supply,hughessupply.com,NETWORK SOLUTIONS INC.
502,Vulcan Materials,vulcanmaterials.com,NETWORK SOLUTIONS INC.
503,Universal,universalcorp.com,NETWORK SOLUTIONS INC.
504,Auto-Owners Insurance,auto-owners.com,NETWORK SOLUTIONS INC.
505,Neiman Marcus,neimanmarcus.com,NETWORK SOLUTIONS INC.
506,3Com,3com.com,NETWORK SOLUTIONS INC.
507,H&R Block,hrblock.com,NETWORK SOLUTIONS INC.
508,Reebok International,reebok.com,NETWORK SOLUTIONS INC.
509,Ross Stores,rossstores.com,NETWORK SOLUTIONS INC.
510,Trigon Healthcare,trigon.com,ALLDOMAINS.COM INC.
511,Unified Western Grocers,uwgrocers.com,NAMEENGINE INC.
512,Payless Shoesource,paylessshoesource.com,REGISTER.COM INC.
513,TruServ,truserv.com,REGISTER.COM INC.
514,Pioneer-Standard Electronics,pios.com,REGISTER.COM INC.
515,Knight-Ridder,kri.com,NETWORK SOLUTIONS INC.
516,Ace Hardware,acehardware.com,NETWORK SOLUTIONS INC.
517,United Rentals,unitedrentals.com,NETWORK SOLUTIONS INC.
518,Fisher Scientific International,fisherscientific.com,NETWORK SOLUTIONS INC.
519,Hasbro,hasbro.com,NETWORK SOLUTIONS INC.
520,KPMG Consulting,kpmgconsulting.com,NETWORK SOLUTIONS INC.
521,Charter One Financial,charterone.com,NETWORK SOLUTIONS INC.
522,Thermo Electron,thermo.com,NETWORK SOLUTIONS INC.
523,Universal Health Services,uhsinc.com,NETWORK SOLUTIONS INC.
524,A.G. Edwards,agedwards.com,NETWORK SOLUTIONS INC.
525,Transocean Sedco Forex,deepwater.com,NETWORK SOLUTIONS INC.
526,Rockwell Collins,rockwellcollins.com,ALLDOMAINS.COM INC.
527,Solutia,solutia.com,NETWORK SOLUTIONS INC.
528,Pactiv,pactiv.com,NETWORK SOLUTIONS INC.
529,Wackenhut,wackenhut.com,NETWORK SOLUTIONS INC.
530,Pentair,pentair.com,TUCOWS INC.
531,Roadway,roadway.com,NETWORK SOLUTIONS INC.
532,Alliant Energy,alliant-energy.com,BULKREGISTER.COM INC.
533,Apache,apachecorp.com,NETWORK SOLUTIONS INC.
534,Ruddick,ruddickcorp.com,NETWORK SOLUTIONS INC.
535,Ryland Group,ryland.com,NETWORK SOLUTIONS INC.
536,Crompton,cromptoncorp.com,REGISTER.COM INC.
537,Lutheran Brotherhood,aal.org,NETWORK SOLUTIONS INC.
538,IMC Global,imcglobal.com,NETWORK SOLUTIONS INC.
539,Spherion,spherion.com,NETWORK SOLUTIONS INC.
540,Beverly Enterprises,beverlynet.com,ALLDOMAINS.COM INC.
541,Marshall & Ilsley Corp.,micorp.com,NETWORK SOLUTIONS INC.
542,Guidant,guidant.com,REGISTER.COM INC.
543,Torchmark,torchmarkcorp.com,NETWORK SOLUTIONS INC.
544,Manor Care,hcr-manorcare.com,NETWORK SOLUTIONS INC.
545,Qualcomm,qualcomm.com,NETWORK SOLUTIONS INC.
546,WPS Resources,wpsr.com,NETWORK SOLUTIONS INC.
547,Boston Scientific,bsci.com,BULKREGISTER.COM INC.
548,Triad Hospitals,triadhospitals.com,INTERCOSMOS MEDIA GROUPINC
549,PolyOne,polyone.com,REGISTER.COM INC.
550,Starbucks,starbucks.com,NETWORK SOLUTIONS INC.
551,TECO Energy,tecoenergy.com,BULKREGISTER.COM INC.
552,Sovereign Bancorp,sovereignbank.com,NETWORK SOLUTIONS INC.
553,Pantry,thepantry.com,NETWORK SOLUTIONS INC.
554,Nacco Industries,nacco.com,NETWORK SOLUTIONS INC.
555,Stanley Works,stanleyworks.com,NETWORK SOLUTIONS INC.
556,NVR,nvrinc.com,NETWORK SOLUTIONS INC.
557,Hercules,herc.com,NETWORK SOLUTIONS INC.
558,Sonoco Products,sonoco.com,NETWORK SOLUTIONS INC.
559,Stryker,strykercorp.com,NETWORK SOLUTIONS INC.
560,Telephone & Data Systems,teldta.com,NETWORK SOLUTIONS INC.
561,Earthgrains,saralee.com,NETWORK SOLUTIONS INC.
562,M & T Bank Corp.,mandtbank.com,NETWORK SOLUTIONS INC.
563,Stater Bros. Holdings,staterbros.com,ENOM INC.
564,Citizens Communications,czn.com,NETWORK SOLUTIONS INC.
565,Genesis Health Ventures,ghv.com,NETWORK SOLUTIONS INC.
566,Popular,bppr.com,NETWORK SOLUTIONS INC.
567,Cincinnati Financial,cinfin.com,NETWORK SOLUTIONS INC.
568,Henry Schein,henryschein.com,NETWORK SOLUTIONS INC.
569,National Service Industries,nationalservice.com,NETWORK SOLUTIONS INC.
570,Nicor,nicor.com,NETWORK SOLUTIONS INC.
571,AGCO,agcocorp.com,NETWORK SOLUTIONS INC.
572,Unitrin,unitrin.com,NETWORK SOLUTIONS INC.
573,Fleetwood Enterprises,fleetwood.com,NETWORK SOLUTIONS INC.
574,Michaels Stores,michaels.com,NETWORK SOLUTIONS INC.
575,International Multifoods,multifoods.com,NETWORK SOLUTIONS INC.
576,American Greetings,americangreetings.com,NETWORK SOLUTIONS INC.
577,Reader's Digest Association,rd.com,REGISTER.COM INC.
578,Advance Auto Parts,advance-auto.com,NETWORK SOLUTIONS INC.
579,Scientific-Atlanta,scientificatlanta.com,NETWORK SOLUTIONS INC.
580,Service Corp. International,sci-corp.com,NETWORK SOLUTIONS INC.
581,Potomac Electric Power,pepco.com,NETWORK SOLUTIONS INC.
582,PetsMart,petsmart.com,NETWORK SOLUTIONS INC.
583,Alberto-Culver,alberto.com,NETWORK SOLUTIONS INC.
584,Penn Traffic,penntraffic.com,NETWORK SOLUTIONS INC.
585,Dura Automotive Systems,duraauto.com,NETWORK SOLUTIONS INC.
586,Brinker International,brinker.com,CORPORATE DOMAINS INC.
587,Sabre Holdings,sabre.com,NETWORK SOLUTIONS INC.
588,UGI,ugicorp.com,NETWORK SOLUTIONS INC.
589,Tower Automotive,towerautomotive.com,NETWORK SOLUTIONS INC.
590,Mandalay Resort Group,mandalayresortgroup.com,ALLDOMAINS.COM INC.
591,Footstar,footstar.com,GO DADDY SOFTWARE INC.
592,USFreightways,usfreightways.com,NETWORK SOLUTIONS INC.
593,First Tennessee National Corp.,firsttennessee.com,REGISTER.COM INC.
594,U.S. Industries,
595,Robert Half International,rhi.com,REGISTER.COM INC.
596,Bowater,bowater.com,NETWORK SOLUTIONS INC.
597,Huntington Bancshares,huntington.com,NETWORK SOLUTIONS INC.
598,Timken,timken.com,NETWORK SOLUTIONS INC.
599,Commercial Metals,commercialmetals.com,NETWORK SOLUTIONS INC.
600,CellStar,cellstar.com,NETWORK SOLUTIONS INC.
601,Exide Technologies,exideworld.com,NETWORK SOLUTIONS INC.
602,Wm. Wrigley Jr.,wrigley.com,INTERACCESS CO.
603,Adolph Coors,coors.com,NETWORK SOLUTIONS INC.
604,Burlington Coat Factory,coat.com,NETWORK SOLUTIONS INC.
605,Phoenix Companies,phoenixwm.com,NETWORK SOLUTIONS INC.
606,Washington Post,washingtonpost.com,NETWORK SOLUTIONS INC.
607,ADC Telecommunications,adc.com,NETWORK SOLUTIONS INC.
608,Constellation Brands,cbrands.com,NETWORK SOLUTIONS INC.
609,Bed Bath & Beyond,bedbathandbeyond.com,NETWORK SOLUTIONS INC.
610,Erie Insurance Group,erieinsurance.com,NETWORK SOLUTIONS INC.
611,Wendy's International,wendys.com,NETWORK SOLUTIONS INC.
612,Old Republic International,oldrepublic.com,NETWORK SOLUTIONS INC.
613,McCormick,mccormick.com,NETWORK SOLUTIONS INC.
614,OM Group,omgi.com,NETWORK SOLUTIONS INC.
615,Molex,molex.com,NETWORK SOLUTIONS INC.
616,Louisiana-Pacific,lpcorp.com,NETWORK SOLUTIONS INC.
617,Franklin Resources,frk.com,ALLDOMAINS.COM INC.
618,Ecolab,ecolab.com,NETWORK SOLUTIONS INC.
619,PNM Resources,pnm.com,NETWORK SOLUTIONS INC.
620,BorgWarner,bwauto.com,NETWORK SOLUTIONS INC.
621,Broadwing,broadwing.com,NETWORK SOLUTIONS INC.
622,L-3 Communications,L-3com.com,NETWORK SOLUTIONS INC.
623,Weatherford International,weatherford.com,NETWORK SOLUTIONS INC.
624,Precision Castparts,precast.com,NETWORK SOLUTIONS INC.
625,Convergys,convergys.com,BULKREGISTER.COM INC.
626,URS,urscorp.com,TUCOWS INC.
627,Pennzoil-Quaker State,pennzoil-quakerstate.com,NETWORK SOLUTIONS INC.
628,Value City,valuecity.com,NETWORK SOLUTIONS INC.
629,Bemis,bemis.com,NETWORK SOLUTIONS INC.
630,Kellwood,kellwood.com,REGISTER.COM INC.
631,Belk,belk.com,REGISTER.COM INC.
632,Analog Devices,analog.com,NETWORK SOLUTIONS INC.
633,Whole Foods Market,wholefoods.com,NETWORK SOLUTIONS INC.
634,Peoples Energy,pecorp.com,NETWORK SOLUTIONS INC.
635,Mail-Well,mail-well.com,NETWORK SOLUTIONS INC.
636,Republic Services,republicservices.com,NETWORK SOLUTIONS INC.
637,La-Z-Boy,lazboy.com,REGISTER.COM INC.
638,Ryerson Tull,ryersontull.com,NETWORK SOLUTIONS INC.
639,Chiquita Brands International,chiquita.com,NETWORK SOLUTIONS INC.
640,Consolidated Freightways,cf.com,ALLDOMAINS.COM INC.
641,Herman Miller,hermanmiller.com,NETWORK SOLUTIONS INC.
642,Budget Group,drivebudget.com,NETWORK SOLUTIONS INC.
643,BJ Services,bjservices.com,NETWORK SOLUTIONS INC.
644,Toll Brothers,tollbrothers.com,REGISTER.COM INC.
645,Polo Ralph Lauren,polo.com,NETWORK SOLUTIONS INC.
646,Nabors Industries,nabors.com,NETWORK SOLUTIONS INC.
647,MDU Resources Group,mdu.com,NETWORK SOLUTIONS INC.
648,Pilgrim's Pride,pilgrimspride.com,NETWORK SOLUTIONS INC.
649,Laboratory Corp. of America,labcorp.com,NETWORK SOLUTIONS INC.
650,Tellabs,tellabs.com,NETWORK SOLUTIONS INC.
651,Western Resources,wr.com,NETWORK SOLUTIONS INC.
652,Pep Boys-Manny Moe & Jack,pepboys.com,NETWORK SOLUTIONS INC.
653,Equity Residential Properties,equityapartments.com,NETWORK SOLUTIONS INC.
654,LandAmerica Financial Group,landam.com,NETWORK SOLUTIONS INC.
655,Vectren,vectren.com,NETWORK SOLUTIONS INC.
656,Cintas,cintas.com,NETWORK SOLUTIONS INC.
657,Omnicare,omnicare.com,NETWORK SOLUTIONS INC.
658,Maxxam,
659,Alaska Air Group,alaskaair.com,NETWORK SOLUTIONS INC.
660,American National Insurance,anico.com,NETWORK SOLUTIONS INC.
661,Allegheny Technologies,alleghenytechnologies.com,NETWORK SOLUTIONS INC.
662,Outback Steakhouse,outback.com,REGISTER.COM INC.
663,MDC Holdings,richmondamerican.com,NETWORK SOLUTIONS INC.
664,Sun Healthcare Group,sunh.com,NETWORK SOLUTIONS INC.
665,CenturyTel,centurytel.com,NETWORK SOLUTIONS INC.
666,National Semiconductor,national.com,NETWORK SOLUTIONS INC.
667,Swift Transportation,swifttrans.com,NETWORK SOLUTIONS INC.
668,CUNA Mutual Group,cunamutual.com,NETWORK SOLUTIONS INC.
669,Harsco,harsco.com,REGISTER.COM INC.
670,Hillenbrand Industries,hillenbrand.com,NETWORK SOLUTIONS INC.
671,Wyndham International,wyndham.com,NETWORK SOLUTIONS INC.
672,Kla-Tencor,kla-tencor.com,NETWORK SOLUTIONS INC.
673,MONY Group,mony.com,NETWORK SOLUTIONS INC.
674,National Fuel Gas,natfuel.com,NETWORK SOLUTIONS INC.
675,J.B. Hunt Transport Services,jbhunt.com,NETWORK SOLUTIONS INC.
676,Williams-Sonoma,williams-sonomainc.com,NETWORK SOLUTIONS INC.
677,Snap-On,snapon.com,NETWORK SOLUTIONS INC.
678,Mariner Post-Acute Network,marinerhealth.com,NETWORK SOLUTIONS INC.
679,Insight Enterprises,insight.com,NETWORK SOLUTIONS INC.
680,Nortek,nortek-inc.com,TUCOWS INC.
681,PeopleSoft,peoplesoft.com,NETWORK SOLUTIONS INC.
682,Synovus Financial Corp.,synovus.com,NETWORK SOLUTIONS INC.
683,Zale,zalecorp.com,NETWORK SOLUTIONS INC.
684,America West Holdings,americawest.com,NETWORK SOLUTIONS INC.
685,Affiliated Computer Services,acs-inc.com,NETWORK SOLUTIONS INC.
686,E*Trade Group,etrade.com,NETWORK SOLUTIONS INC.
687,Simon Property Group,shopsimon.com,CORE INTERNET COUNCIL OF REGISTRARS
688,New Jersey Resources,njresources.com,NETWORK SOLUTIONS INC.
689,Siebel Systems,siebel.com,NETWORK SOLUTIONS INC.
690,Storage Technology,storagetek.com,NETWORK SOLUTIONS INC.
691,Quanta Services,quantaservices.com,NETWORK SOLUTIONS INC.
692,Zions Bancorp.,zionsbancorporation.com,NETWORK SOLUTIONS INC.
693,Compuware,compuware.com,NETWORK SOLUTIONS INC.
694,RPM,rpminc.com,NETWORK SOLUTIONS INC.
695,Bell Microproducts,bellmicro.com,NETWORK SOLUTIONS INC.
696,General Cable Corporation,generalcable.com,NETWORK SOLUTIONS INC.
697,Volt Information Sciences,volt.com,NETWORK SOLUTIONS INC.
698,Metaldyne,metaldyne.com,NETWORK SOLUTIONS INC.
699,Charming Shoppes,charmingshoppes.com,NETWORK SOLUTIONS INC.
700,Weis Markets,weismarkets.com,NETWORK SOLUTIONS INC.
701,Dollar Tree Stores,dollartree.com,NETWORK SOLUTIONS INC.
702,Beckman Coulter,beckmancoulter.com,NETWORK SOLUTIONS INC.
703,Protective Life,protective.com,NETWORK SOLUTIONS INC.
704,CBRL Group,cbrlgroup.com,NETWORK SOLUTIONS INC.
705,Scholastic,scholastic.com,NETWORK SOLUTIONS INC.
706,Harris,harris.com,NETWORK SOLUTIONS INC.
707,Western Digital,westerndigital.com,NETWORK SOLUTIONS INC.
708,Ingles Markets,ingles-markets.com,NETWORK SOLUTIONS INC.
709,ABM Industries,abm.com,NETWORK SOLUTIONS INC.
710,W.R. Berkley,wrbc.com,NETWORK SOLUTIONS INC.
711,Silgan Holdings,silgan.com,NETWORK SOLUTIONS INC.
712,WGL Holdings,wglholdings.com,NETWORK SOLUTIONS INC.
713,TravelCenters of America,tatravelcenters.com,NETWORK SOLUTIONS INC.
714,Southern Union,southernunionco.com,NETWORK SOLUTIONS INC.
715,SunGard Data Systems,sungard.com,NETWORK SOLUTIONS INC.
716,Casey's General Stores,caseys.com,NETWORK SOLUTIONS INC.
717,Safeguard Scientifics,safeguard.com,NETWORK SOLUTIONS INC.
718,Brown-Forman,brown-forman.com,NETWORK SOLUTIONS INC.
719,CH2M Hill,ch2m.com,NETWORK SOLUTIONS INC.
720,Walter Industries,walterind.com,NETWORK SOLUTIONS INC.
721,Valspar,valspar.com,REGISTER.COM INC.
722,Flowserve,flowserve.com,NETWORK SOLUTIONS INC.
723,Teleflex,teleflex.com,NETWORK SOLUTIONS INC.
724,Trinity Industries,trin.net,NETWORK SOLUTIONS INC.
725,Ohio Casualty,ocas.com,NETWORK SOLUTIONS INC.
726,Compass Bancshares,compassweb.com,NETWORK SOLUTIONS INC.
727,Furniture Brands International,furniturebrands.com,NETWORK SOLUTIONS INC.
728,Fiserv,fiserv.com,NETWORK SOLUTIONS INC.
729,Sentry Insurance Group,sentry.com,1STDOMAIN.NET DIVISION OF G+D INTERNATIONAL LLC
730,DynCorp,dyncorp.com,NETWORK SOLUTIONS INC.
731,Frontier Oil,frontieroil.com,NETWORK SOLUTIONS INC.
732,Alpine Group,alpinegroup.com,NETWORK SOLUTIONS INC.
733,Corn Products International,cornproducts.com,NETWORK SOLUTIONS INC.
734,Health Management Associates,hma-corp.com,NETWORK SOLUTIONS INC.
735,Marsh Supermarkets,marsh.net,NETWORK SOLUTIONS INC.
736,Lithia Motors,lithia.com,NETWORK SOLUTIONS INC.
737,Magellan Health Services,magellanhealth.com,NETWORK SOLUTIONS INC.
738,Silicon Graphics,sgi.com,NETWORK SOLUTIONS INC.
739,Metris,metriscompanies.com,NETWORK SOLUTIONS INC.
740,Carlisle,carlisle.com,NETWORK SOLUTIONS INC.
741,Lubrizol,lubrizol.com,NETWORK SOLUTIONS INC.
742,Intl. Flavors & Fragrances,
743,Freeport-McMoRan Copper & Gold,fcx.com,NETWORK SOLUTIONS INC.
744,Jack in the Box,jackinthebox.com,NETWORK SOLUTIONS INC.
745,Worthington Industries,worthingtonindustries.com,NETWORK SOLUTIONS INC.
746,Brightpoint,brightpoint.com,INTERCOSMOS MEDIA GROUPINC
747,Linens'n Things,lnt.com,NETWORK SOLUTIONS INC.
748,Collins & Aikman,collinsaikman.com,NETWORK SOLUTIONS INC.
749,PSS World Medical,pssworldmedical.com,NETWORK SOLUTIONS INC.
750,Amerco,uhaul.com,REGISTER.COM INC.
751,Terex,terex.com,NETWORK SOLUTIONS INC.
752,McLeodUSA,mcleodusa.com,NETWORK SOLUTIONS INC.
753,Gold Kist,goldkist.com,NETWORK SOLUTIONS INC.
754,Rent A Center,rentacenter.com,NETWORK SOLUTIONS INC.
755,Kennametal,kennametal.com,NETWORK SOLUTIONS INC.
756,Mid Atlantic Medical Services,mamsi.com,NETWORK SOLUTIONS INC.
757,Beazer Homes USA,beazer.com,NETWORK SOLUTIONS INC.
758,Seaboard,seaboardcorp.com,NETWORK SOLUTIONS INC.
759,Minnesota Life Ins.,minnesotamutual.com,NETWORK SOLUTIONS INC.
760,Hon Industries,honi.com,NETWORK SOLUTIONS INC.
761,Packaging Corp. of America,packagingcorp.com,NETWORK SOLUTIONS INC.
762,LSI Logic,lsilogic.com,NETWORK SOLUTIONS INC.
763,Dow Jones,dowjones.com,NETWORK SOLUTIONS INC.
764,WestPoint Stevens,westpointstevens.com,DOMAINDISCOVER
765,Equitable Resources,eqt.com,NETWORK SOLUTIONS INC.
766,Diebold,diebold.com,NETWORK SOLUTIONS INC.
767,W.R. Grace,grace.com,NETWORK SOLUTIONS INC.
768,Brown Shoe,brownshoe.com,NETWORK SOLUTIONS INC.
769,Sequa,sequa.com,NETWORK SOLUTIONS INC.
770,Potlatch,potlatchcorp.com,NETWORK SOLUTIONS INC.
771,Scotts Company,scotts.com,REGISTER.COM INC.
772,National Oilwell,natoil.com,NETWORK SOLUTIONS INC.
773,Primedia,primediainc.com,REGISTER.COM INC.
774,Hovnanian Enterprises,khov.com,NETWORK SOLUTIONS INC.
775,Southern States Coop.,southernstates.com,NETWORK SOLUTIONS INC.
776,Paychex,paychex.com,NETWORK SOLUTIONS INC.
777,Hawaiian Electric Industries,hei.com,NETWORK SOLUTIONS INC.
778,Greenpoint Financial,greenpoint.com,REGISTER.COM INC.
779,Harman Intl. Industries,harman.com,NETWORK SOLUTIONS INC.
780,Bausch & Lomb,bausch.com,NETWORK SOLUTIONS INC.
781,Concord EFS,concordefs.com,NETWORK SOLUTIONS INC.
782,Cabot,cabot-corp.com,NETWORK SOLUTIONS INC.
783,Dial,dialcorp.com,ALLDOMAINS.COM INC.
784,Energizer Holdings,energizer.com,NETWORK SOLUTIONS INC.
785,Community Health Systems,chs.net,NETWORK SOLUTIONS INC.
786,Integrated Electrical Services,ielectric.com,NETWORK SOLUTIONS INC.
787,Wallace Computer Services,wallace.com,NETWORK SOLUTIONS INC.
788,Allergan,allergan.com,NETWORK SOLUTIONS INC.
789,Metals USA,metalsusa.com,NETWORK SOLUTIONS INC.
790,EGL,eagleusa.com,NETWORK SOLUTIONS INC.
791,Allete,allete.com,REGISTER.COM INC.
792,Reliance Steel & Aluminum,rsac.com,NETWORK SOLUTIONS INC.
793,DST Systems,dstsystems.com,NETWORK SOLUTIONS INC.
794,Viad,viad.com,NETWORK SOLUTIONS INC.
795,Xilinx,xilinx.com,NETWORK SOLUTIONS INC.
796,Raymond James Financial,rjf.com,ALLDOMAINS.COM INC.
797,Newmont Mining,newmont.com,NETWORK SOLUTIONS INC.
798,Vishay Intertechnology,vishay.com,NETWORK SOLUTIONS INC.
799,EOG Resources,eogresources.com,REGISTER.COM INC.
800,Expeditors Intl of Washington,expeditors.com,REGISTER.COM INC.
801,DaVita,davita.com,NETWORK SOLUTIONS INC.
802,D&K Healthcare Resources,dkwd.com,NETWORK SOLUTIONS INC.
803,Applera,applera.com,REGISTER.COM INC.
804,UST,ustinc.com,NETWORK SOLUTIONS INC.
805,Flowers Foods,flowersfoods.com,REGISTER.COM INC.
806,Airgas,airgas.com,TUCOWS INC.
807,Applied Industrial Technologies,appliedindustrial.com,NETWORK SOLUTIONS INC.
808,Quintiles Transnational,quintiles.com,NETWORK SOLUTIONS INC.
809,Tiffany & Co,tiffany.com,NETWORK SOLUTIONS INC.
810,Ciena,ciena.com,NETWORK SOLUTIONS INC.
811,PerkinElmer,perkinelmer.com,NETWORK SOLUTIONS INC.
812,Great Lakes Chemical,greatlakeschem.com,NETWORK SOLUTIONS INC.
813,Millennium Chemicals,millenniumchem.com,REGISTER.COM INC.
814,Crane,craneco.com,NETWORK SOLUTIONS INC.
815,StanCorp Financial,stancorpfinancial.com,NETWORK SOLUTIONS INC.
816,Maxim Integrated Products,maxim-ic.com,NETWORK SOLUTIONS INC.
817,Agway,agway.com,NETWORK SOLUTIONS INC.
818,Noble Affiliates,nobleaff.com,NETWORK SOLUTIONS INC.
819,Jo Ann Stores,joann.com,NETWORK SOLUTIONS INC.
820,Lands' End,landsend.com,NETWORK SOLUTIONS INC.
821,Cooper Cameron,coopercameron.com,NETWORK SOLUTIONS INC.
822,Black Hills,blackhillscorporation.com,REGISTER.COM INC.
823,Stilwell Financial,stilwellfinancial.com,NETWORK SOLUTIONS INC.
824,Perini,perini.com,NETWORK SOLUTIONS INC.
825,Thomas & Betts,tnb.com,NETWORK SOLUTIONS INC.
826,Imperial Sugar,imperialsugar.com,NETWORK SOLUTIONS INC.
827,MPS Group,mpsgroup.com,NETWORK SOLUTIONS INC.
828,Champion Enterprises,championhomes.net,NETWORK SOLUTIONS INC.
829,Granite,graniteconstruction.com,NETWORK SOLUTIONS INC.
830,National Commerce Financial,ncfcorp.com,NETWORK SOLUTIONS INC.
831,Systemax,systemax.com,NETWORK SOLUTIONS INC.
832,Comfort Systems USA,comfortsystemsusa.com,ALLDOMAINS.COM INC.
833,Greif Bros.,greif.com,NETWORK SOLUTIONS INC.
834,Astoria Financial,astoriafederal.com,NETWORK SOLUTIONS INC.
835,Shaw Group,shawgrp.com,NETWORK SOLUTIONS INC.
836,Di Giorgio,whiterose.com,NETWORK SOLUTIONS INC.
837,Equifax,equifax.com,NETWORK SOLUTIONS INC.
838,Legg Mason,leggmason.com,NETWORK SOLUTIONS INC.
839,ACT Manufacturing,actmfg.com,NETWORK SOLUTIONS INC.
840,Level 3 Communications,level3.com,NETWORK SOLUTIONS INC.
841,RGS Energy Group,rge.com,NETWORK SOLUTIONS INC.
842,Universal Forest Products,ufpi.com,NETWORK SOLUTIONS INC.
843,World Fuel Services,worldfuel.com,NETWORK SOLUTIONS INC.
844,Unova,unova.com,NETWORK SOLUTIONS INC.
845,Arkansas Best,arkbest.com,NETWORK SOLUTIONS INC.
